Notes,State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,Maryland,24,2008,2008,154,3245785,4.7,4.5,3.8,5.2,0.4
,Maryland,24,2009,2009,151,3250927,4.6,4.3,3.6,5,0.3
,Maryland,24,2010,2010,150,3259757,4.6,4.3,3.6,5,0.4
,Maryland,24,2011,2011,162,3261750,5,4.7,4,5.5,0.4
,Maryland,24,2012,2012,136,3273449,4.2,3.9,3.3,4.6,0.3
,Maryland,24,2013,2013,150,3267980,4.6,4.3,3.6,4.9,0.4
,Maryland,24,2014,2014,142,3267238,4.3,4.1,3.4,4.8,0.3
,Maryland,24,2015,2015,134,3256940,4.1,3.9,3.3,4.6,0.3
,Maryland,24,2016,2016,165,3229072,5.1,4.9,4.2,5.7,0.4
,Maryland,24,2017,2017,164,3222591,5.1,4.9,4.2,5.7,0.4
,Maryland,24,2018,2018,166,3185394,5.2,5.1,4.3,5.9,0.4
,Maryland,24,2019,2019,173,3157959,5.5,5.4,4.6,6.2,0.4
,Maryland,24,2020,2020,225,3141301,7.2,7.1,6.2,8.1,0.5
,Massachusetts,25,1999,1999,128,3666339,3.5,3.5,2.9,4.1,0.3
,Massachusetts,25,2000,2000,130,3683152,3.5,3.5,2.9,4.1,0.3
,Massachusetts,25,2001,2001,145,3718367,3.9,3.8,3.2,4.4,0.3
,Massachusetts,25,2002,2002,140,3711003,3.8,3.7,3.1,4.3,0.3
,Massachusetts,25,2003,2003,142,3702959,3.8,3.7,3.1,4.3,0.3
,Massachusetts,25,2004,2004,114,3685885,3.1,3,2.4,3.5,0.3
,Massachusetts,25,2005,2005,138,3675054,3.8,3.6,3,4.2,0.3
,Massachusetts,25,2006,2006,93,3671906,2.5,2.4,1.9,3,0.3
,Massachusetts,25,2007,2007,111,3670775,3,2.9,2.3,3.4,0.3
,Massachusetts,25,2008,2008,115,3676251,3.1,2.9,2.4,3.5,0.3
,Massachusetts,25,2009,2009,93,3685145,2.5,2.4,1.9,2.9,0.2
,Massachusetts,25,2010,2010,100,3683149,2.7,2.5,2,3,0.3
,Massachusetts,25,2011,2011,102,3678309,2.8,2.6,2.1,3.1,0.3
,Massachusetts,25,2012,2012,102,3689594,2.8,2.7,2.1,3.2,0.3
,Massachusetts,25,2013,2013,97,3692359,2.6,2.5,2,3,0.3
,Massachusetts,25,2014,2014,109,3703333,2.9,2.9,2.3,3.4,0.3
,Massachusetts,25,2015,2015,131,3707816,3.5,3.3,2.7,3.9,0.3
,Massachusetts,25,2016,2016,114,3693396,3.1,3,2.5,3.6,0.3
,Massachusetts,25,2017,2017,114,3698521,3.1,3,2.4,3.5,0.3
,Massachusetts,25,2018,2018,141,3704569,3.8,3.9,3.3,4.6,0.3
,Massachusetts,25,2019,2019,116,3671584,3.2,3.2,2.6,3.8,0.3
,Massachusetts,25,2020,2020,166,3652740,4.5,4.6,3.9,5.3,0.4
,Michigan,26,1999,1999,290,5671101,5.1,5.1,4.5,5.7,0.3
,Michigan,26,2000,2000,267,5692189,4.7,4.6,4.1,5.2,0.3
,Michigan,26,2001,2001,291,5723596,5.1,5,4.4,5.5,0.3
,Michigan,26,2002,2002,340,5704275,6,5.8,5.2,6.4,0.3
,Michigan,26,2003,2003,277,5695687,4.9,4.7,4.1,5.2,0.3
,Michigan,26,2004,2004,312,5677453,5.5,5.3,4.7,5.8,0.3
,Michigan,26,2005,2005,288,5657669,5.1,4.9,4.3,5.5,0.3
,Michigan,26,2006,2006,318,5621422,5.7,5.4,4.8,6,0.3
,Michigan,26,2007,2007,278,5563351,5,4.7,4.2,5.3,0.3
,Michigan,26,2008,2008,265,5487320,4.8,4.6,4,5.1,0.3
,Michigan,26,2009,2009,299,5411666,5.5,5.2,4.6,5.8,0.3
,Michigan,26,2010,2010,248,5360827,4.6,4.4,3.8,4.9,0.3
,Michigan,26,2011,2011,270,5307779,5.1,4.8,4.2,5.3,0.3
,Michigan,26,2012,2012,247,5264266,4.7,4.5,3.9,5,0.3
,Michigan,26,2013,2013,279,5221939,5.3,5.2,4.6,5.8,0.3
,Michigan,26,2014,2014,312,5193423,6,5.8,5.1,6.4,0.3
,Michigan,26,2015,2015,308,5163389,6,5.8,5.2,6.5,0.3
,Michigan,26,2016,2016,265,5132290,5.2,5.1,4.5,5.7,0.3
,Michigan,26,2017,2017,305,5111441,6,5.9,5.3,6.6,0.3
,Michigan,26,2018,2018,282,5098274,5.5,5.5,4.8,6.1,0.3
,Michigan,26,2019,2019,290,5058790,5.7,5.8,5.1,6.4,0.3
,Michigan,26,2020,2020,389,5019028,7.8,7.9,7.1,8.7,0.4
,Minnesota,27,1999,1999,100,2827520,3.5,3.6,2.9,4.3,0.4
,Minnesota,27,2000,2000,115,2859861,4,4,3.3,4.8,0.4
,Minnesota,27,2001,2001,120,2902968,4.1,4.1,3.4,4.8,0.4
,Minnesota,27,2002,2002,106,2912294,3.6,3.6,2.9,4.3,0.4
,Minnesota,27,2003,2003,137,2923326,4.7,4.6,3.8,5.3,0.4
,Minnesota,27,2004,2004,100,2931417,3.4,3.3,2.7,4,0.3
,Minnesota,27,2005,2005,97,2939294,3.3,3.2,2.6,3.9,0.3
,Minnesota,27,2006,2006,110,2947357,3.7,3.6,2.9,4.2,0.3
,Minnesota,27,2007,2007,115,2950351,3.9,3.7,3,4.4,0.3
,Minnesota,27,2008,2008,102,2948697,3.5,3.3,2.6,3.9,0.3
,Minnesota,27,2009,2009,80,2939656,2.7,2.6,2,3.2,0.3
,Minnesota,27,2010,2010,108,2928058,3.7,3.4,2.7,4,0.3
,Minnesota,27,2011,2011,98,2920676,3.4,3.2,2.6,3.9,0.3
,Minnesota,27,2012,2012,108,2911995,3.7,3.5,2.9,4.2,0.3
,Minnesota,27,2013,2013,117,2902676,4,3.9,3.2,4.6,0.4
,Minnesota,27,2014,2014,103,2896736,3.6,3.5,2.8,4.1,0.3
,Minnesota,27,2015,2015,101,2886155,3.5,3.4,2.8,4.1,0.3
,Minnesota,27,2016,2016,123,2875413,4.3,4.3,3.5,5,0.4
,Minnesota,27,2017,2017,109,2884638,3.8,3.8,3.1,4.5,0.4
,Minnesota,27,2018,2018,103,2880555,3.6,3.6,2.9,4.3,0.4
,Minnesota,27,2019,2019,124,2878614,4.3,4.4,3.7,5.2,0.4
,Minnesota,27,2020,2020,141,2877139,4.9,5,4.2,5.8,0.4
,Mississippi,28,1999,1999,78,1605181,4.9,5.2,4.1,6.5,0.6
,Mississippi,28,2000,2000,98,1615286,6.1,6.4,5.2,7.7,0.6
,Mississippi,28,2001,2001,87,1621794,5.4,5.5,4.4,6.8,0.6
,Mississippi,28,2002,2002,109,1616564,6.7,6.9,5.6,8.2,0.7
,Mississippi,28,2003,2003,97,1614933,6,6.1,5,7.5,0.6
,Mississippi,28,2004,2004,94,1620745,5.8,5.9,4.8,7.2,0.6
,Mississippi,28,2005,2005,101,1624345,6.2,6.2,5,7.5,0.6
,Mississippi,28,2006,2006,113,1616272,7,7,5.7,8.3,0.7
,Mississippi,28,2007,2007,103,1621030,6.4,6.4,5.1,7.6,0.6
,Mississippi,28,2008,2008,133,1623666,8.2,8.1,6.7,9.4,0.7
,Mississippi,28,2009,2009,132,1619051,8.2,8,6.6,9.4,0.7
,Mississippi,28,2010,2010,147,1614689,9.1,9,7.5,10.5,0.7
,Mississippi,28,2011,2011,165,1606384,10.3,10.3,8.7,11.9,0.8
,Mississippi,28,2012,2012,148,1596375,9.3,9.2,7.7,10.7,0.8
,Mississippi,28,2013,2013,165,1592203,10.4,10.6,9,12.3,0.8
,Mississippi,28,2014,2014,153,1583945,9.7,9.9,8.3,11.5,0.8
,Mississippi,28,2015,2015,167,1572633,10.6,10.8,9.2,12.5,0.8
,Mississippi,28,2016,2016,176,1561217,11.3,11.5,9.8,13.2,0.9
,Mississippi,28,2017,2017,154,1548249,9.9,10.1,8.5,11.7,0.8
,Mississippi,28,2018,2018,181,1540791,11.7,12.1,10.4,13.9,0.9
,Mississippi,28,2019,2019,166,1524408,10.9,11.2,9.5,12.9,0.9
,Mississippi,28,2020,2020,240,1510848,15.9,16.5,14.4,18.6,1.1
,Missouri,29,1999,1999,159,3127713,5.1,5.2,4.4,6,0.4
,Missouri,29,2000,2000,160,3151558,5.1,5.1,4.3,5.9,0.4
,Missouri,29,2001,2001,171,3185838,5.4,5.3,4.5,6.1,0.4
,Missouri,29,2002,2002,172,3191783,5.4,5.3,4.5,6.1,0.4
,Missouri,29,2003,2003,185,3202061,5.8,5.6,4.8,6.5,0.4
,Missouri,29,2004,2004,167,3216010,5.2,5.1,4.3,5.9,0.4
,Missouri,29,2005,2005,176,3231870,5.4,5.3,4.6,6.1,0.4
,Missouri,29,2006,2006,196,3247882,6,5.9,5.1,6.7,0.4
,Missouri,29,2007,2007,181,3256870,5.6,5.3,4.6,6.1,0.4
,Missouri,29,2008,2008,177,3258004,5.4,5.1,4.4,5.9,0.4
,Missouri,29,2009,2009,182,3256233,5.6,5.3,4.5,6.1,0.4
,Missouri,29,2010,2010,195,3249730,6,5.8,5,6.7,0.4
,Missouri,29,2011,2011,181,3232516,5.6,5.4,4.6,6.2,0.4
,Missouri,29,2012,2012,173,3211067,5.4,5.2,4.4,5.9,0.4
,Missouri,29,2013,2013,160,3197406,5,4.9,4.1,5.7,0.4
,Missouri,29,2014,2014,169,3185139,5.3,5,4.3,5.8,0.4
,Missouri,29,2015,2015,166,3171923,5.2,5.2,4.4,5.9,0.4
,Missouri,29,2016,2016,179,3151489,5.7,5.6,4.8,6.5,0.4
,Missouri,29,2017,2017,174,3135994,5.5,5.6,4.8,6.4,0.4
,Missouri,29,2018,2018,209,3120347,6.7,6.9,5.9,7.8,0.5
,Missouri,29,2019,2019,175,3107039,5.6,5.8,4.9,6.6,0.4
,Missouri,29,2020,2020,197,3099191,6.4,6.6,5.7,7.5,0.5
,Montana,30,1999,1999,18,507298,Unreliable,Unreliable,2.1,5.5,0.8
,Montana,30,2000,2000,19,509997,Unreliable,Unreliable,2.2,5.6,0.8
,Montana,30,2001,2001,26,513212,5.1,4.7,3.1,6.9,0.9
,Montana,30,2002,2002,30,512864,5.8,5.4,3.6,7.8,1
,Montana,30,2003,2003,30,515484,5.8,5.6,3.7,8,1
,Montana,30,2004,2004,29,518128,5.6,5,3.3,7.2,0.9
,Montana,30,2005,2005,27,520818,5.2,4.9,3.2,7.1,1
,Montana,30,2006,2006,20,523317,3.8,3.6,2.1,5.6,0.8
,Montana,30,2007,2007,28,524404,5.3,5,3.3,7.3,1
,Montana,30,2008,2008,36,524663,6.9,6.1,4.2,8.5,1
,Montana,30,2009,2009,21,521861,4,3.8,2.3,5.8,0.8
,Montana,30,2010,2010,19,519503,Unreliable,Unreliable,2.2,5.8,0.9
,Montana,30,2011,2011,35,517896,6.8,6.4,4.4,8.9,1.1
,Montana,30,2012,2012,30,515783,5.8,5.7,3.8,8.1,1.1
,Montana,30,2013,2013,26,514969,5,5.2,3.4,7.7,1
,Montana,30,2014,2014,26,514751,5.1,5,3.3,7.3,1
,Montana,30,2015,2015,49,514836,9.5,9.6,7.1,12.7,1.4
,Montana,30,2016,2016,41,515142,8,8.3,5.9,11.2,1.3
,Montana,30,2017,2017,31,516729,6,6.2,4.2,8.8,1.1
,Montana,30,2018,2018,31,520673,6,6.1,4.2,8.7,1.1
,Montana,30,2019,2019,34,521872,6.5,6.8,4.7,9.5,1.2
,Montana,30,2020,2020,37,528282,7,7.4,5.2,10.2,1.2
,Nebraska,31,1999,1999,35,961896,3.6,3.7,2.6,5.2,0.6
,Nebraska,31,2000,2000,40,968101,4.1,4.2,3,5.7,0.7
,Nebraska,31,2001,2001,41,975097,4.2,4.2,3,5.7,0.7
,Nebraska,31,2002,2002,31,975990,3.2,3.2,2.2,4.5,0.6
,Nebraska,31,2003,2003,32,978978,3.3,3.3,2.3,4.6,0.6
,Nebraska,31,2004,2004,28,980062,2.9,2.8,1.8,4,0.5
,Nebraska,31,2005,2005,43,982834,4.4,4.3,3.1,5.9,0.7
,Nebraska,31,2006,2006,46,982893,4.7,4.6,3.3,6.1,0.7
,Nebraska,31,2007,2007,35,981480,3.6,3.4,2.4,4.8,0.6
,Nebraska,31,2008,2008,42,980866,4.3,4.2,3,5.7,0.7
,Nebraska,31,2009,2009,43,981760,4.4,4.4,3.2,5.9,0.7
,Nebraska,31,2010,2010,38,982946,3.9,3.8,2.6,5.2,0.6
,Nebraska,31,2011,2011,38,983367,3.9,3.8,2.7,5.2,0.6
,Nebraska,31,2012,2012,43,981869,4.4,4.3,3.1,5.8,0.7
,Nebraska,31,2013,2013,45,982735,4.6,4.8,3.5,6.4,0.7
,Nebraska,31,2014,2014,47,983494,4.8,4.8,3.5,6.5,0.7
,Nebraska,31,2015,2015,43,984501,4.4,4.6,3.3,6.2,0.7
,Nebraska,31,2016,2016,43,982599,4.4,4.6,3.3,6.2,0.7
,Nebraska,31,2017,2017,47,983787,4.8,5.1,3.7,6.7,0.7
,Nebraska,31,2018,2018,69,983764,7,7.5,5.8,9.4,0.9
,Nebraska,31,2019,2019,54,982481,5.5,5.9,4.4,7.7,0.8
,Nebraska,31,2020,2020,67,983027,6.8,7.3,5.7,9.3,0.9
,Nevada,32,1999,1999,45,1119887,4,4.1,3,5.4,0.6
,Nevada,32,2000,2000,45,1154797,3.9,3.9,2.9,5.2,0.6
,Nevada,32,2001,2001,53,1210141,4.4,4.3,3.2,5.7,0.6
,Nevada,32,2002,2002,60,1243082,4.8,4.7,3.6,6.1,0.6
,Nevada,32,2003,2003,49,1278677,3.8,3.8,2.8,5,0.5
,Nevada,32,2004,2004,39,1330592,2.9,2.9,2.1,3.9,0.5
,Nevada,32,2005,2005,63,1380435,4.6,4.6,3.5,5.9,0.6
,Nevada,32,2006,2006,46,1432553,3.2,3.2,2.4,4.3,0.5
,Nevada,32,2007,2007,60,1474540,4.1,4,3.1,5.2,0.5
,Nevada,32,2008,2008,52,1499674,3.5,3.4,2.5,4.5,0.5
,Nevada,32,2009,2009,52,1507148,3.5,3.4,2.5,4.4,0.5
,Nevada,32,2010,2010,53,1506965,3.5,3.5,2.6,4.5,0.5
,Nevada,32,2011,2011,77,1504276,5.1,5.1,4,6.3,0.6
,Nevada,32,2012,2012,65,1514849,4.3,4.2,3.2,5.3,0.5
,Nevada,32,2013,2013,63,1521656,4.1,4.1,3.2,5.3,0.5
,Nevada,32,2014,2014,55,1539652,3.6,3.6,2.7,4.6,0.5
,Nevada,32,2015,2015,67,1557774,4.3,4.2,3.3,5.4,0.5
,Nevada,32,2016,2016,74,1572335,4.7,4.7,3.7,5.9,0.6
,Nevada,32,2017,2017,83,1597297,5.2,5.1,4,6.3,0.6
,Nevada,32,2018,2018,69,1607026,4.3,4.3,3.3,5.4,0.5
,Nevada,32,2019,2019,98,1623067,6,6.1,4.9,7.4,0.6
,Nevada,32,2020,2020,128,1649137,7.8,7.8,6.5,9.2,0.7
,New Hampshire,33,1999,1999,18,712563,Unreliable,Unreliable,1.5,3.9,0.6
,New Hampshire,33,2000,2000,22,720680,3.1,2.9,1.8,4.4,0.6
,New Hampshire,33,2001,2001,33,733851,4.5,4.1,2.8,5.8,0.7
,New Hampshire,33,2002,2002,29,737235,3.9,3.6,2.4,5.1,0.7
,New Hampshire,33,2003,2003,27,740395,3.6,3.3,2.2,4.9,0.6
,New Hampshire,33,2004,2004,25,742383,3.4,3,2,4.5,0.6
,New Hampshire,33,2005,2005,35,744945,4.7,4.3,3,5.9,0.7
,New Hampshire,33,2006,2006,23,746470,3.1,2.8,1.7,4.2,0.6
,New Hampshire,33,2007,2007,30,743680,4,3.6,2.4,5.2,0.7
,New Hampshire,33,2008,2008,36,739388,4.9,4.2,3,5.9,0.7
,New Hampshire,33,2009,2009,30,733081,4.1,3.6,2.4,5.1,0.7
,New Hampshire,33,2010,2010,24,727777,3.3,3.1,2,4.7,0.6
,New Hampshire,33,2011,2011,31,721275,4.3,3.7,2.5,5.3,0.7
,New Hampshire,33,2012,2012,27,715425,3.8,3.4,2.2,5,0.7
,New Hampshire,33,2013,2013,23,707558,3.3,2.9,1.8,4.3,0.6
,New Hampshire,33,2014,2014,24,702061,3.4,2.8,1.8,4.2,0.6
,New Hampshire,33,2015,2015,37,696212,5.3,4.9,3.4,6.8,0.8
,New Hampshire,33,2016,2016,23,690492,3.3,3.1,1.9,4.7,0.7
,New Hampshire,33,2017,2017,29,687351,4.2,4,2.7,5.8,0.8
,New Hampshire,33,2018,2018,20,688804,2.9,2.7,1.6,4.2,0.6
,New Hampshire,33,2019,2019,33,684463,4.8,4.7,3.2,6.6,0.8
,New Hampshire,33,2020,2020,31,682610,4.5,4.4,3,6.3,0.8
,New Jersey,34,1999,1999,242,4767340,5.1,5,4.4,5.6,0.3
,New Jersey,34,2000,2000,257,4788339,5.4,5.2,4.5,5.8,0.3
,New Jersey,34,2001,2001,255,4834169,5.3,5,4.4,5.7,0.3
,New Jersey,34,2002,2002,234,4841509,4.8,4.6,4,5.2,0.3
,New Jersey,34,2003,2003,277,4853453,5.7,5.4,4.7,6,0.3
,New Jersey,34,2004,2004,243,4864170,5,4.7,4.1,5.3,0.3
,New Jersey,34,2005,2005,238,4871263,4.9,4.5,4,5.1,0.3
,New Jersey,34,2006,2006,238,4870345,4.9,4.5,3.9,5.1,0.3
,New Jersey,34,2007,2007,221,4867837,4.5,4.1,3.6,4.7,0.3
,New Jersey,34,2008,2008,212,4869475,4.4,4,3.4,4.5,0.3
,New Jersey,34,2009,2009,195,4869705,4,3.7,3.1,4.2,0.3
,New Jersey,34,2010,2010,224,4866631,4.6,4.2,3.6,4.7,0.3
,New Jersey,34,2011,2011,254,4846590,5.2,4.7,4.1,5.3,0.3
,New Jersey,34,2012,2012,196,4843588,4,3.7,3.2,4.2,0.3
,New Jersey,34,2013,2013,178,4821753,3.7,3.4,2.9,3.9,0.3
,New Jersey,34,2014,2014,216,4813152,4.5,4.1,3.6,4.7,0.3
,New Jersey,34,2015,2015,198,4790380,4.1,3.8,3.3,4.3,0.3
,New Jersey,34,2016,2016,186,4744848,3.9,3.7,3.2,4.3,0.3
,New Jersey,34,2017,2017,194,4741332,4.1,3.8,3.3,4.3,0.3
,New Jersey,34,2018,2018,176,4639858,3.8,3.6,3.1,4.2,0.3
,New Jersey,34,2019,2019,170,4584349,3.7,3.5,3,4.1,0.3
,New Jersey,34,2020,2020,272,4554549,6,5.7,5.1,6.4,0.3
,New Mexico,35,1999,1999,53,1023283,5.2,5.3,3.9,6.9,0.7
,New Mexico,35,2000,2000,50,1028961,4.9,4.9,3.6,6.4,0.7
,New Mexico,35,2001,2001,63,1035990,6.1,6.1,4.7,7.8,0.8
,New Mexico,35,2002,2002,56,1045757,5.4,5.3,4,6.8,0.7
,New Mexico,35,2003,2003,75,1055300,7.1,7.1,5.5,8.9,0.8
,New Mexico,35,2004,2004,76,1066457,7.1,7.2,5.6,9,0.8
,New Mexico,35,2005,2005,77,1076150,7.2,7,5.5,8.8,0.8
,New Mexico,35,2006,2006,73,1085030,6.7,6.6,5.2,8.3,0.8
,New Mexico,35,2007,2007,76,1091398,7,6.7,5.3,8.4,0.8
,New Mexico,35,2008,2008,70,1091886,6.4,6.5,5,8.2,0.8
,New Mexico,35,2009,2009,74,1095217,6.8,6.5,5.1,8.2,0.8
,New Mexico,35,2010,2010,87,1100008,7.9,7.9,6.3,9.8,0.9
,New Mexico,35,2011,2011,69,1100186,6.3,6.1,4.7,7.7,0.7
,New Mexico,35,2012,2012,77,1093248,7,7.1,5.6,8.9,0.8
,New Mexico,35,2013,2013,88,1086244,8.1,8,6.4,9.9,0.9
,New Mexico,35,2014,2014,76,1078070,7,7.1,5.6,8.9,0.8
,New Mexico,35,2015,2015,80,1069653,7.5,7.7,6.1,9.6,0.9
,New Mexico,35,2016,2016,86,1058802,8.1,8.6,6.8,10.6,0.9
,New Mexico,35,2017,2017,91,1056322,8.6,9.1,7.3,11.2,1
,New Mexico,35,2018,2018,85,1056083,8,8.5,6.8,10.5,0.9
,New Mexico,35,2019,2019,88,1053048,8.4,8.8,7,10.8,0.9
,New Mexico,35,2020,2020,101,1057468,9.6,10.3,8.3,12.3,1
,New York,36,1999,1999,383,10875539,3.5,3.6,3.2,3.9,0.2
,New York,36,2000,2000,438,10916411,4,4,3.6,4.4,0.2
,New York,36,2001,2001,425,10991866,3.9,3.8,3.5,4.2,0.2
,New York,36,2002,2002,412,10977685,3.8,3.7,3.4,4.1,0.2
,New York,36,2003,2003,404,10980929,3.7,3.6,3.3,4,0.2
,New York,36,2004,2004,420,10960875,3.8,3.8,3.4,4.1,0.2
,New York,36,2005,2005,401,10932518,3.7,3.6,3.2,3.9,0.2
,New York,36,2006,2006,444,10909750,4.1,4,3.6,4.4,0.2
,New York,36,2007,2007,426,10903170,3.9,3.8,3.4,4.1,0.2
,New York,36,2008,2008,384,10919993,3.5,3.4,3,3.7,0.2
,New York,36,2009,2009,413,10929133,3.8,3.7,3.3,4.1,0.2
,New York,36,2010,2010,368,10925258,3.4,3.2,2.9,3.6,0.2
,New York,36,2011,2011,442,10896305,4.1,3.9,3.6,4.3,0.2
,New York,36,2012,2012,407,10889167,3.7,3.7,3.3,4.1,0.2
,New York,36,2013,2013,407,10859098,3.7,3.7,3.3,4.1,0.2
,New York,36,2014,2014,422,10850164,3.9,3.9,3.5,4.2,0.2
,New York,36,2015,2015,412,10804909,3.8,3.8,3.4,4.1,0.2
,New York,36,2016,2016,432,10688742,4,4,3.6,4.4,0.2
,New York,36,2017,2017,409,10646260,3.8,3.8,3.5,4.2,0.2
,New York,36,2018,2018,470,10356416,4.5,4.6,4.2,5,0.2
,New York,36,2019,2019,438,10214662,4.3,4.3,3.9,4.7,0.2
,New York,36,2020,2020,531,10069524,5.3,5.4,4.9,5.8,0.2
,North Carolina,37,1999,1999,273,4652892,5.9,6,5.3,6.7,0.4
,North Carolina,37,2000,2000,278,4703124,5.9,6,5.3,6.7,0.4
,North Carolina,37,2001,2001,265,4786920,5.5,5.6,4.9,6.2,0.3
,North Carolina,37,2002,2002,305,4814302,6.3,6.3,5.6,7.1,0.4
,North Carolina,37,2003,2003,294,4828334,6.1,6,5.3,6.7,0.4
,North Carolina,37,2004,2004,291,4883316,6,5.9,5.2,6.5,0.3
,North Carolina,37,2005,2005,278,4946318,5.6,5.5,4.8,6.1,0.3
,North Carolina,37,2006,2006,313,5042946,6.2,6.1,5.4,6.8,0.3
,North Carolina,37,2007,2007,301,5121532,5.9,5.7,5.1,6.4,0.3
,North Carolina,37,2008,2008,278,5203660,5.3,5.1,4.5,5.7,0.3
,North Carolina,37,2009,2009,273,5245656,5.2,5,4.4,5.6,0.3
,North Carolina,37,2010,2010,272,5263554,5.2,5,4.4,5.6,0.3
,North Carolina,37,2011,2011,308,5280796,5.8,5.7,5,6.3,0.3
,North Carolina,37,2012,2012,305,5294088,5.8,5.6,4.9,6.2,0.3
,North Carolina,37,2013,2013,326,5313183,6.1,6,5.3,6.6,0.3
,North Carolina,37,2014,2014,341,5333775,6.4,6.3,5.6,6.9,0.3
,North Carolina,37,2015,2015,330,5357107,6.2,6.1,5.4,6.7,0.3
,North Carolina,37,2016,2016,365,5377212,6.8,6.7,6,7.3,0.4
,North Carolina,37,2017,2017,375,5419871,6.9,6.8,6.1,7.5,0.4
,North Carolina,37,2018,2018,408,5448942,7.5,7.5,6.8,8.2,0.4
,North Carolina,37,2019,2019,380,5470623,6.9,7,6.3,7.7,0.4
,North Carolina,37,2020,2020,469,5506506,8.5,8.6,7.8,9.4,0.4
,North Dakota,38,1999,1999,15,365193,Unreliable,Unreliable,2.4,7.1,1.1
,North Dakota,38,2000,2000,13,364443,Unreliable,Unreliable,2,6.3,1
,North Dakota,38,2001,2001,15,364639,Unreliable,Unreliable,2.3,6.7,1
,North Dakota,38,2002,2002,13,363630,Unreliable,Unreliable,1.9,6.1,1
,North Dakota,38,2003,2003,23,363917,6.3,6.1,3.9,9.2,1.3
,North Dakota,38,2004,2004,17,367298,Unreliable,Unreliable,2.8,7.7,1.2
,North Dakota,38,2005,2005,20,366736,5.5,5.5,3.4,8.5,1.3
,North Dakota,38,2006,2006,12,367105,Unreliable,Unreliable,1.6,5.4,0.9
,North Dakota,38,2007,2007,17,366064,Unreliable,Unreliable,2.6,7.3,1.1
,North Dakota,38,2008,2008,12,365407,Unreliable,Unreliable,1.6,5.5,0.9
,North Dakota,38,2009,2009,23,366786,6.3,5.9,3.7,8.9,1.2
,North Dakota,38,2011,2011,15,373252,Unreliable,Unreliable,2.3,6.9,1.1
,North Dakota,38,2012,2012,22,381374,5.8,6.7,4.1,10.2,1.4
,North Dakota,38,2013,2013,22,393422,5.6,6,3.7,9.1,1.3
,North Dakota,38,2014,2014,18,399808,Unreliable,Unreliable,3,7.9,1.2
,North Dakota,38,2015,2015,23,407796,5.6,6.4,4,9.6,1.3
,North Dakota,38,2016,2016,16,402442,Unreliable,Unreliable,2.7,7.7,1.2
,North Dakota,38,2017,2017,27,396951,6.8,7.6,5,11,1.5
,North Dakota,38,2018,2018,28,396068,7.1,8,5.3,11.6,1.5
,North Dakota,38,2019,2019,21,394743,5.3,5.7,3.5,8.8,1.3
,North Dakota,38,2020,2020,29,395878,7.3,8.4,5.6,12.1,1.6
,Ohio,39,1999,1999,326,6426148,5.1,5.1,4.5,5.6,0.3
,Ohio,39,2000,2000,375,6437390,5.8,5.7,5.1,6.3,0.3
,Ohio,39,2001,2001,381,6463826,5.9,5.7,5.1,6.3,0.3
,Ohio,39,2002,2002,368,6437277,5.7,5.5,4.9,6.1,0.3
,Ohio,39,2003,2003,384,6426410,6,5.7,5.1,6.3,0.3
,Ohio,39,2004,2004,364,6410512,5.7,5.4,4.8,6,0.3
,Ohio,39,2005,2005,408,6393334,6.4,6,5.5,6.6,0.3
,Ohio,39,2006,2006,387,6371263,6.1,5.7,5.1,6.2,0.3
,Ohio,39,2007,2007,407,6341499,6.4,5.9,5.4,6.5,0.3
,Ohio,39,2008,2008,375,6304987,5.9,5.5,4.9,6.1,0.3
,Ohio,39,2009,2009,374,6260410,6,5.6,5.1,6.2,0.3
,Ohio,39,2010,2010,395,6218779,6.4,5.9,5.3,6.5,0.3
,Ohio,39,2011,2011,421,6163301,6.8,6.4,5.7,7,0.3
,Ohio,39,2012,2012,365,6112462,6,5.7,5.1,6.2,0.3
,Ohio,39,2013,2013,426,6077276,7,6.7,6,7.3,0.3
,Ohio,39,2014,2014,408,6043879,6.8,6.6,5.9,7.2,0.3
,Ohio,39,2015,2015,377,6013211,6.3,6.1,5.5,6.7,0.3
,Ohio,39,2016,2016,437,5973974,7.3,7.2,6.5,7.9,0.3
,Ohio,39,2017,2017,403,5957261,6.8,6.7,6.1,7.4,0.3
,Ohio,39,2018,2018,402,5942148,6.8,6.8,6.1,7.4,0.3
,Ohio,39,2019,2019,400,5906990,6.8,6.9,6.2,7.5,0.3
,Ohio,39,2020,2020,444,5885780,7.5,7.6,6.9,8.3,0.4
,Oklahoma,40,1999,1999,128,1937235,6.6,6.8,5.6,8,0.6
,Oklahoma,40,2000,2000,128,1945468,6.6,6.7,5.6,7.9,0.6
,Oklahoma,40,2001,2001,144,1958978,7.4,7.4,6.2,8.6,0.6
,Oklahoma,40,2002,2002,145,1961270,7.4,7.4,6.2,8.6,0.6
,Oklahoma,40,2003,2003,159,1960800,8.1,8.2,6.9,9.5,0.7
,Oklahoma,40,2004,2004,131,1966483,6.7,6.7,5.5,7.8,0.6
,Oklahoma,40,2005,2005,157,1972071,8,7.8,6.6,9.1,0.6
,Oklahoma,40,2006,2006,170,1987293,8.6,8.5,7.2,9.7,0.7
